Reserve,Taxon,Family,Scientific Name,Accepted Name,Common Name
Coal Oil Point Reserve,bird,,Falco peregrinus,,Peregrine Falcon 
Coal Oil Point Reserve,bird,,Falco sparverius,,American Kestrel
Coal Oil Point Reserve,bird,,Fulica americana,,American Coot
Coal Oil Point Reserve,bird,,Gallinago gallinago,,Common Snipe
Coal Oil Point Reserve,bird,,Gallinula chloropus,,Common Moorhen 
Coal Oil Point Reserve,bird,,Gavia immer,,Common Loon
Coal Oil Point Reserve,bird,,Gavia pacifica,,Pacific Loon 
Coal Oil Point Reserve,bird,,Gavia stellata,,Red-throated Loon
Coal Oil Point Reserve,bird,,Geothlypis trichas,,Common Yellowthroat
Coal Oil Point Reserve,bird,,Haliaeetus leucocephalus,,Bald Eagle
Coal Oil Point Reserve,bird,,Heteroscelus incanus,,Wandering Tattler
Coal Oil Point Reserve,bird,,Himantopus mexicanus,,Black-necked Stilt
Coal Oil Point Reserve,bird,,Hirundo rustica,,Barn Swallow
Coal Oil Point Reserve,bird,,Hydrocoloeus minutus  ,,Little Gull
Coal Oil Point Reserve,bird,,Icteria virens,,Yellow-breasted Chat
Coal Oil Point Reserve,bird,,Icterus cucullatus,,Hooded Oriole
Coal Oil Point Reserve,bird,,Icterus galbula ,,Baltimore Oriole
Coal Oil Point Reserve,bird,,Icterus spurius ,,Orchard Oriole
Coal Oil Point Reserve,bird,,Iridoprocne bicolor,,Tree Swallow
Coal Oil Point Reserve,bird,,Ixobrychus  exilis ,,least bittern
Coal Oil Point Reserve,bird,,Ixoreus naevius,,Varied Thrush
Coal Oil Point Reserve,bird,,Junco hyemalis,,Dark-eyed Junco
Coal Oil Point Reserve,bird,,Lanius ludovicianus,,Loggerhead Shrike
Coal Oil Point Reserve,bird,,Larus argentatus,,Herring Gull 
Coal Oil Point Reserve,bird,,Larus californicus,,California Gull 
Coal Oil Point Reserve,bird,,Larus canus,,Mew Gull
Coal Oil Point Reserve,bird,,Larus delawarensis,,Ring-billed Gull
Coal Oil Point Reserve,bird,,Larus glaucescens,,Glaucous-winged Gull 
Coal Oil Point Reserve,bird,,Larus heermanni,,Heermann's Gull 
Coal Oil Point Reserve,bird,,Larus hyperboreus ,,Glaucous Gull
Coal Oil Point Reserve,bird,,Larus occidentalis,,Western Gull
Coal Oil Point Reserve,bird,,Larus philadelphia,,Bonaparte's Gull
Coal Oil Point Reserve,bird,,Larus thayeri ,,Thayer's Gull
Coal Oil Point Reserve,bird,,Limnodromus griseus,,Short-billed Dowitcher
Coal Oil Point Reserve,bird,,Limnodromus scolopaceus,,Long-billed Dowitcher
Coal Oil Point Reserve,bird,,Limosa fedoa,,Marbled Godwit
Coal Oil Point Reserve,bird,,Lophodytes   cucullatus ,,Hooded Merganser
Coal Oil Point Reserve,bird,,Loxia curvirostra,,Red Crossbill
Coal Oil Point Reserve,bird,,Megaceryle alcyon,,Belted Kingfisher
Coal Oil Point Reserve,bird,,Melanerpes formicivorus,,Acorn Woodpecker
Coal Oil Point Reserve,bird,,Melanitta fusca,,White-winged Scoter
Coal Oil Point Reserve,bird,,Melanitta perspicillata,,Surf Scoter
Coal Oil Point Reserve,bird,,Melospiza georgiana,,Swamp Sparrow
Coal Oil Point Reserve,bird,,Melospiza lincolni,,Lincoln's Sparrow
Coal Oil Point Reserve,bird,,Melospiza melodia,,Song Sparrow
Coal Oil Point Reserve,bird,,Mergus serrator,,Red-breasted Merganser
Coal Oil Point Reserve,bird,,Mimus polyglottos,,Northern Mockingbird
Coal Oil Point Reserve,bird,,Mniotilta varia ,,Black-and-white Warbler
Coal Oil Point Reserve,bird,,Molothrus ater,,Brown-headed Cowbird
Coal Oil Point Reserve,bird,,Motacilla lugens,,Black-backed Wagtail
Coal Oil Point Reserve,bird,,Mycteria americana,,Wood Stork 
Coal Oil Point Reserve,bird,,Myiarchus cinerascens,,Ash-throated Flycatcher
Coal Oil Point Reserve,bird,,Myiodynastes luteiventris ,,Sulphur-bellied Flycatcher
Coal Oil Point Reserve,bird,,Numenius americanus,,Long-billed Curlew
Coal Oil Point Reserve,bird,,Numenius phaeopus,,Whimbrel
Coal Oil Point Reserve,bird,,Nycticorax nycticorax,,Black-crowned Night Heron 
Coal Oil Point Reserve,bird,,Oldsquaw Clangula  ,,hyemalis 
Coal Oil Point Reserve,bird,,Oporornis tolmiei,,MacGillivray's Warbler
Coal Oil Point Reserve,bird,,Oreothlypis luciae ,,Lucy's Warbler
Coal Oil Point Reserve,bird,,Oreothlypis peregrina ,,Tennessee Warbler
Coal Oil Point Reserve,bird,,Oreothlypis virginiae ,,Virginia's Warbler
Coal Oil Point Reserve,bird,,Oxyura jamaicensis,,Ruddy Duck
Coal Oil Point Reserve,bird,,Pandion haliaetus,,Osprey
Coal Oil Point Reserve,bird,,Parula americana,,Northern Parula
Coal Oil Point Reserve,bird,,Passer domesticus,,House Sparrow
Coal Oil Point Reserve,bird,,Passerculus sandwichensis,,Savannah Sparrow
Coal Oil Point Reserve,bird,,Passerella iliaca,,Fox Sparrow
Coal Oil Point Reserve,bird,,Passerina amoena,,Lazuli Bunting
Coal Oil Point Reserve,bird,,Passerina caerulea,,Blue Grosbeak
Coal Oil Point Reserve,bird,,Passerina ciris ,,Painted Bunting
Coal Oil Point Reserve,bird,,Passerina cyanea ,,Indigo Bunting
Coal Oil Point Reserve,bird,,Pelecanus erythrorhynchos,,American White Pelican
Coal Oil Point Reserve,bird,,Pelecanus occidentalis,,Brown Pelican 
Coal Oil Point Reserve,bird,,Petrochelidon pyrrhonota,,Cliff Swallow
Coal Oil Point Reserve,bird,,Phainopepla nitens,,Phainopepla
Coal Oil Point Reserve,bird,,Phalacrocorax   auritus ,,Double-crested Cormorant 
Coal Oil Point Reserve,bird,,Phalaropus fulicaria,,Red Phalarope 
Coal Oil Point Reserve,bird,,Phalaropus lobatus,,Red-necked Phalarope
Coal Oil Point Reserve,bird,,Phalaropus tricolor,,Wilson's Phalarope
Coal Oil Point Reserve,bird,,Pheucticus ludovicianus,,Rose-breasted Grosbeak
Coal Oil Point Reserve,bird,,Pheucticus melanocephalus,,Black-headed Grosbeak
Coal Oil Point Reserve,bird,,Picoides nuttallii,,Nuttal's Woodpecker
Coal Oil Point Reserve,bird,,Picoides pubescens,,Downy Woodpecker
Coal Oil Point Reserve,bird,,Picoides villosus,,Hairy Woodpecker
Coal Oil Point Reserve,bird,,Pipilio chlorurus,,Green-tailed Towhee
Coal Oil Point Reserve,bird,,Pipilio fuscus,,California Towhee
Coal Oil Point Reserve,bird,,Pipilio maculatus,,Spotted Towhee
Coal Oil Point Reserve,bird,,Piranga ludoviciana,,Western Tanager
Coal Oil Point Reserve,bird,,Piranga rubra ,,Summer Tanager
Coal Oil Point Reserve,bird,,Platalea  ajaja ,,Roseate Spoonbill
Coal Oil Point Reserve,bird,,Plegadis chihi,,White-faced Ibis
Coal Oil Point Reserve,bird,,Pluvialis dominica,,American Golden-Plover
Coal Oil Point Reserve,bird,,Pluvialis squatarola,,Black-bellied Plover
Coal Oil Point Reserve,bird,,Podiceps auritus,,Horned Grebe
Coal Oil Point Reserve,bird,,Podiceps nigricollis,,Eared Grebe
Coal Oil Point Reserve,bird,,Podilymbus podiceps,,Pied-billed Grebe
Coal Oil Point Reserve,bird,,Polioptila caerulea,,Blue-gray Gnatcatcher
Coal Oil Point Reserve,bird,,Pooecetes gramineus,,Vesper Sparrow
Coal Oil Point Reserve,bird,,Porzana carolina,,Sora
Coal Oil Point Reserve,bird,,Progne subis ,,Purple Martin
Coal Oil Point Reserve,bird,,Psaltriparus minimus,,Common Bushtit
Coal Oil Point Reserve,bird,,Pyrocephelus rubinus,,Vermillion Flycatcher
Coal Oil Point Reserve,bird,,Quiscalis mexicanus,,Great-tailed Grackle
Coal Oil Point Reserve,bird,,Rallus levipes,,Light-footed Clapper Rail
Coal Oil Point Reserve,bird,,Rallus limicola,,Virginia Rail 
Coal Oil Point Reserve,bird,,Recurvirostra americana,,American Avocet
Coal Oil Point Reserve,bird,,Regulus calendula,,Ruby-crowned Kinglet
Coal Oil Point Reserve,bird,,Regulus satrapa ,,Golden-crowned Kinglet
Coal Oil Point Reserve,bird,,Riparia riparia,,Bank Swallow
Coal Oil Point Reserve,bird,,Rissa tridactyla ,,Black-legged Kittiwake
Coal Oil Point Reserve,bird,,Salpinctes obsoletus,,Rock Wren
Coal Oil Point Reserve,bird,,Sayornis nigricans,,Black Phoebe
Coal Oil Point Reserve,bird,,Sayornis saya,,Say's Phoebe
Coal Oil Point Reserve,bird,,Selasphorus rufus,,Rufous Hummingbird
Coal Oil Point Reserve,bird,,Selasphorus sasin,,Allen's Hummingbird
Coal Oil Point Reserve,bird,,Setophaga auduboni ,,Audubon's Warbler
Coal Oil Point Reserve,bird,,Setophaga castanea ,,Bay-breasted Warbler
Coal Oil Point Reserve,bird,,Setophaga citrina ,,Hooded Warbler
Coal Oil Point Reserve,bird,,Setophaga coronata  ,,Myrtle Warbler
Coal Oil Point Reserve,bird,,Setophaga dominica ,,Yellow-throated Warbler
Coal Oil Point Reserve,bird,,Setophaga magnolia ,,Magnolia Warbler
Coal Oil Point Reserve,bird,,Setophaga ruticilla ,,American Redstart
Coal Oil Point Reserve,bird,,Setophaga striata  ,,Blackpoll Warbler
Coal Oil Point Reserve,bird,,Sialia currucoides,,Mountain Bluebird
Coal Oil Point Reserve,bird,,Sialia mexicana,,Western Bluebird
Coal Oil Point Reserve,bird,,Sitta canadensis,,Red-breasted Nuthatch
Coal Oil Point Reserve,bird,,Sitta carolinensis,,White-breasted Nuthatch 
Coal Oil Point Reserve,bird,,Sphyrapicus ruber,,Red-breasted Sapsucker
Coal Oil Point Reserve,bird,,Spizella breweri,,Brewer's Sparrow
Coal Oil Point Reserve,bird,,Spizella pallida ,,Clay-colored Sparrow
Coal Oil Point Reserve,bird,,Spizella passerina,,Chipping Sparrow
Coal Oil Point Reserve,bird,,Stelgidopteryx ruficollis,,Rough-winged Swallow
Coal Oil Point Reserve,bird,,Stellula calliope,,Calliope Hummingbird
Coal Oil Point Reserve,bird,,Stercorarius parasiticus ,,Parasitic Jaeger
Coal Oil Point Reserve,bird,,Sterna albifrons,,Least Tern
Coal Oil Point Reserve,bird,,Sterna caspia,,Caspian Tern 
Coal Oil Point Reserve,bird,,Sterna elegans,,Elegant Tern 
Coal Oil Point Reserve,bird,,Sterna forsteri,,Forster's Tern 
Coal Oil Point Reserve,bird,,Sterna hirundo,,Common Tern
Coal Oil Point Reserve,bird,,Sterna maximus,,Royal Tern
Coal Oil Point Reserve,bird,,Streptopelia chinensis,,Spotted Dove
Coal Oil Point Reserve,bird,,Sturnella neglecta,,Western Meadowlark
Coal Oil Point Reserve,bird,,Sturnus vulgaris,,European Starling 
Coal Oil Point Reserve,bird,,Tachycineta thallassina,,Violet-green Swallow
Coal Oil Point Reserve,bird,,Telmatodytes palustris,,Marsh Wren
Coal Oil Point Reserve,bird,,Thyromanes bewickii,,Bewick's Wren
Coal Oil Point Reserve,bird,,Toxostoma redivivum,,California Thrasher
Coal Oil Point Reserve,bird,,Toxostoma rufum ,,Brown Thrasher
Coal Oil Point Reserve,bird,,Tringa flavipes,,Lesser Yellowlegs
Coal Oil Point Reserve,bird,,Tringa melanoleuca,,Greater Yellowlegs
Coal Oil Point Reserve,bird,,Tringa solitaria,,Solitary Sandpiper
Coal Oil Point Reserve,bird,,Troglodytes aedon,,House Wren
Coal Oil Point Reserve,bird,,Troglodytes hiemalis ,,Winter Wren
Coal Oil Point Reserve,bird,,Turdus migratorius,,American Robin
Coal Oil Point Reserve,bird,,Tyrannus forficatus ,,Scissor-tailed Flycatcher
Coal Oil Point Reserve,bird,,Tyrannus melancholicus,,Tropical Kingbird
Coal Oil Point Reserve,bird,,Tyrannus tyrannus,,Eastern Kingbird
Coal Oil Point Reserve,bird,,Tyrannus verticalis,,Western Kingbird 
Coal Oil Point Reserve,bird,,Tyrannus vociferans,,Cassin's Kingbird 
Coal Oil Point Reserve,bird,,Tyto alba,,Barn Owl
Coal Oil Point Reserve,bird,,Vermivora celata,,Orange-crowned Warbler
Coal Oil Point Reserve,bird,,Vermivora ruficapilla,,Nashville Warbler
Coal Oil Point Reserve,bird,,Vireo cassinii,,Solitary Vireo
Coal Oil Point Reserve,bird,,Vireo flavifrons ,,Yellow-throated Vireo
Coal Oil Point Reserve,bird,,Vireo gilvus,,Warbling Vireo
Coal Oil Point Reserve,bird,,Vireo huttoni ,,Hutton's Vireo
Coal Oil Point Reserve,bird,,Vireo olivaceus ,,Red-eyed Vireo
Coal Oil Point Reserve,bird,,Xanthocephalus xanthocephalus,,Yellow-headed Blackbird
Coal Oil Point Reserve,bird,,Zenaida asiatica,,White-winged Dove
Coal Oil Point Reserve,bird,,Zenaida macroura,,Mourning Dove
Coal Oil Point Reserve,bird,,Zonotrichia albicollis ,,White-throated Sparrow
Coal Oil Point Reserve,bird,,Zonotrichia atricapilla,,Golden-crowned Sparrow
Coal Oil Point Reserve,bird,,Zonotrichia leucophrys,,White-crowned Sparrow
Coal Oil Point Reserve,bird,,Zonotrichia querula ,,Harris's Sparrow
Coal Oil Point Reserve,insect,Coccinellidae,Adalia bipunctata,,
Coal Oil Point Reserve,insect,Scarabaeidae,Aegialia crassa,,
Coal Oil Point Reserve,insect,Aeshnidae,Aeshna multicolor,,
Coal Oil Point Reserve,insect,Buprestidae,Agrilus politus,,
Coal Oil Point Reserve,insect,Staphylinidae,Aleochara maritima,,
Coal Oil Point Reserve,insect,Staphylinidae,Aleochara sulcicollis,,
Coal Oil Point Reserve,insect,Chrysomelidae,Altica bimarginata,,
Coal Oil Point Reserve,insect,Anthicidae,Amblyderus parviceps,,
Coal Oil Point Reserve,insect,Aeshnidae,Anax junius,,
Coal Oil Point Reserve,insect,Elateridae,Anchastus cinereipennis,,
Coal Oil Point Reserve,insect,Pieridae,Anthocharis sara,,Sara Orangetip
Coal Oil Point Reserve,insect,Apidae,Apis mellifera,,Honey Bee
Coal Oil Point Reserve,insect,Latridiidae,Aridius australicus,,
Coal Oil Point Reserve,insect,Carabidae,Bembidion tigrinum,,
Coal Oil Point Reserve,insect,Staphylinidae,Bledius fenyesi,,
Coal Oil Point Reserve,insect,Lycaenidae,Brephidium exile,,Western Pygmy Blue
Coal Oil Point Reserve,insect,Staphylinidae,Cafius canescens,,
Coal Oil Point Reserve,insect,Staphylinidae,Cafius luteipennis,,
Coal Oil Point Reserve,insect,Staphylinidae,Cafius subnitens,,
Coal Oil Point Reserve,insect,Hydrophilidae,Cercyon fimbriatus,,
Coal Oil Point Reserve,insect,Chrysopidae,Chrysoperla comanche,,
Coal Oil Point Reserve,insect,Coccinellidae,Coccinella californica,,
Coal Oil Point Reserve,insect,Coccinellidae,Coccinella novemnotata,,
Coal Oil Point Reserve,insect,Coccinellidae,Coccinella septempunctata,,
Coal Oil Point Reserve,insect,Tenebrionidae,Coelus ciliatus,,
Coal Oil Point Reserve,insect,Tenebrionidae,Coelus globosus,,
Coal Oil Point Reserve,insect,Satyridae,Coenonympha tullia,,Common Ringlet
Coal Oil Point Reserve,insect,Pieridae,Colias eurytheme,,Orange Sulphur
Coal Oil Point Reserve,insect,Latridiidae,Corticarina cavicollis,,
Coal Oil Point Reserve,insect,Latridiidae,Corticarina tenella,,
Coal Oil Point Reserve,insect,Anthicidae,Cyclodinus annectans,,
Coal Oil Point Reserve,insect,Coccinellidae,Cycloneda sanguinea,,
Coal Oil Point Reserve,insect,Nymphalidae,Danaus gilippus,,Queen
Coal Oil Point Reserve,insect,Nymphalidae,Danaus plexippus,,Monarch
Coal Oil Point Reserve,insect,Chrysomelidae,Diabrotica undecimpunctata,,
Coal Oil Point Reserve,insect,Staphylinidae,Diaulota fulviventris,,
Coal Oil Point Reserve,insect,Curculionidae,Elassoptes marinus,,
Coal Oil Point Reserve,insect,Hydrophilidae,Enochrus californicus,,
Coal Oil Point Reserve,insect,Hydrophilidae,Enochrus hamiltoni,,
Coal Oil Point Reserve,insect,Hesperiidae,Erynnis funeralis,,Funereal Duskywing
Coal Oil Point Reserve,insect,Histeridae,Euspilotus scissus,,
Coal Oil Point Reserve,insect,Staphylinidae,Hadrotes crassus,,
Coal Oil Point Reserve,insect,Hesperiidae,Helioptes ericetorum,,Northern White Skipper
Coal Oil Point Reserve,insect,Staphylinidae,Heterothops carbonatus,,
Coal Oil Point Reserve,insect,Coccinellidae,Hippodamia convergens,,
Coal Oil Point Reserve,insect,Hesperiidae,Hylephila phyleus,,Fiery Skipper
Coal Oil Point Reserve,insect,Histeridae,Hypocaccus bigemmeus,,
Coal Oil Point Reserve,insect,Histeridae,Hypocaccus gaudens,,
Coal Oil Point Reserve,insect,Histeridae,Hypocaccus lucidulus,,
Coal Oil Point Reserve,insect,Coenagrionidae,Ischnura denticollis,,
Coal Oil Point Reserve,insect,Nymphalidae,Junonia coenia,,Common Buckeye
Coal Oil Point Reserve,insect,Dytiscidae,Laccophilus decipiens,,
Coal Oil Point Reserve,insect,Lycaenidae,Leptotes marina,,Marine Blue
Coal Oil Point Reserve,insect,Nymphalidae,Limenitis lorquini,,Lorquin's Admiral
Coal Oil Point Reserve,insect,Formicidae,Linepithema humile,,
Coal Oil Point Reserve,insect,Latridiidae,Melanophthalmus americanus,,
Coal Oil Point Reserve,insect,Formicidae,Monomorium minimum,,
Coal Oil Point Reserve,insect,Coccinellidae,Mulsantina picta,,
Coal Oil Point Reserve,insect,Histeridae,Neopachylopus sulcifrons,,
Coal Oil Point Reserve,insect,Anthicidae,Notoxus desertus,,
Coal Oil Point Reserve,insect,Anthicidae,Notoxus lustrellus,,
Coal Oil Point Reserve,insect,Hesperiidae,Ochlodes sylvanoides,,Woodland Skipper
Coal Oil Point Reserve,insect,Anobiidae,Ozognathus cornutus,,
Coal Oil Point Reserve,insect,Cantharidae,Pacificanthia consors,,
Coal Oil Point Reserve,insect,Hesperiidae,Panoquina errans,,Wandering Skipper
Coal Oil Point Reserve,insect,Hesperiidae,Panoquina odorata,,Black Witch
Coal Oil Point Reserve,insect,Libellulidae,Pantala flavescens,,
Coal Oil Point Reserve,insect,Papilionidae,Papilio zelicaon,,Anise Swallowtail
Coal Oil Point Reserve,insect,Pyrochroidae,Pedilus bardi,,
Coal Oil Point Reserve,insect,Haliplidae,Peltodytes simplex,,
Coal Oil Point Reserve,insect,Tenebrionidae,Phaleria rotundata,,
Coal Oil Point Reserve,insect,Zopheridae,Phloeodes diabolicus,,
Coal Oil Point Reserve,insect,Nymphalidae,Phyciodes mylitta,,Mylitta Crescent
Coal Oil Point Reserve,insect,Rhizophagidae,Phyconomus marinus,,
Coal Oil Point Reserve,insect,Pieridae,Pieris rapae,,Cabbage White
Coal Oil Point Reserve,insect,Lycaenidae,Plebejus acmon,,Acmon Blue
Coal Oil Point Reserve,insect,Hesperiidae,Polites sabuleti,,Sandhill Skipper
Coal Oil Point Reserve,insect,Pieridae,Pontia protodice,,Checkered White
Coal Oil Point Reserve,insect,Staphylinidae,Pontomalota opaca,,
Coal Oil Point Reserve,insect,Hesperiidae,Pyrgus albescens,,White Checkered Skipper
Coal Oil Point Reserve,insect,Staphylinidae,Sepedophilus castaneus,,
Coal Oil Point Reserve,insect,Lonchaeidae,Setisquamalonchaea fumosa,,
Coal Oil Point Reserve,insect,Dytiscidae,Stictotarsus striatellus,,
Coal Oil Point Reserve,insect,Lycaenidae,Strymon melinus,,Gray Hairstreak
Coal Oil Point Reserve,insect,Libellulidae,Sympetrum corruptum,,
Coal Oil Point Reserve,insect,Libellulidae,Sympetrum illotum,,
Coal Oil Point Reserve,insect,Staphylinidae,Thinopinus pictus,,
Coal Oil Point Reserve,insect,Chrysomelidae,Trachymela sloanei,,
Coal Oil Point Reserve,insect,Libellulidae,Tramea lacerata,,
Coal Oil Point Reserve,insect,Libellulidae,Tramea onusta,,
Coal Oil Point Reserve,insect,Hydrophilidae,Tropisternus quadristriatus,,
Coal Oil Point Reserve,insect,Nymphalidae,Vanessa annabella,,West Coast Lady
Coal Oil Point Reserve,insect,Nymphalidae,Vanessa atalanta,,Red Admiral
Coal Oil Point Reserve,insect,Nymphalidae,Vanessa cardui,,Painted Lady
Coal Oil Point Reserve,insect,Nymphalidae,Vanessa virginiensis,,American Lady
Coal Oil Point Reserve,insect,Byturidae,Xerasia grisescens,,
Coal Oil Point Reserve,insect,Phengodidae,Zarhipis integripennis,,
Dawson Los Monos Canyon Reserve,Amphibian,Plethodontidae,Batrachoseps pacificus,,Pacific Slender Salamander
Dawson Los Monos Canyon Reserve,Amphibian,Bufonidae,Bufo boreas,,Western Toad
Dawson Los Monos Canyon Reserve,Amphibian,Hylidae,Pseudacris regilla,,Pacific Treefrog
Dawson Los Monos Canyon Reserve,Amphibian,Spea,Spea hammondii,,Western Spadefoot
Dawson Los Monos Canyon Reserve,Amphibian,Salamandridae,Taricha torosa,,California Newt
Dawson Los Monos Canyon Reserve,Bird,Accipitridae,Accipiter cooperii ,,Cooper's Hawk
Dawson Los Monos Canyon Reserve,Bird,Apodidae,Aeronautes saxatalis,,White-throated Swift
Dawson Los Monos Canyon Reserve,Bird,Incteridae,Agelaius phoeniceus,,Red-winged Blackbird
Dawson Los Monos Canyon Reserve,Bird,Anatidae,Anas platyrhynchos,,Mallard
Dawson Los Monos Canyon Reserve,Bird,Motacillidae,Anthus rubescens,,American Pipit
Dawson Los Monos Canyon Reserve,Bird,Corvidae,Aphelocoma californica,,Western Scrub-Jay
Dawson Los Monos Canyon Reserve,Bird,Trochilidae,Archilochus alexandri,,Black-chinned Hummingbird
Dawson Los Monos Canyon Reserve,Bird,Ardeidae,Ardea herodias,,Great Blue Heron
Dawson Los Monos Canyon Reserve,Bird,Paridae,Baeolophus inornatus,,Oak Titmouse
Dawson Los Monos Canyon Reserve,Bird,Bombycillidae,Bombycilla cendrorum,,Cedar Waxwing
Dawson Los Monos Canyon Reserve,Bird,Strigidae,Bubo virginianus,,Great Horned Owl
Dawson Los Monos Canyon Reserve,Bird,Accipitridae,Buteo jamaicensis,,Red-tailed Hawk
Dawson Los Monos Canyon Reserve,Bird,Accipitridae,Buteo lineatus,,Red-shouldered Hawk
Dawson Los Monos Canyon Reserve,Bird,Ondontophoridae,Callipepla californica,,California quail
Dawson Los Monos Canyon Reserve,Bird,Trochilidae,Calypte anna,,Anna's Hummingbird
Dawson Los Monos Canyon Reserve,Bird,Trochilidae,Calypte costae,,Costa's Hummingbird
Dawson Los Monos Canyon Reserve,Bird,Fringillidae,Carduelis psaltria,,Lesser Goldfinch
Dawson Los Monos Canyon Reserve,Bird,Fringillidae,Carpodacus mexicanus,,House Finch
Dawson Los Monos Canyon Reserve,Bird,Vulturidae/Cathartidae,Cathartes aura,,Turkey Vulture
Dawson Los Monos Canyon Reserve,Bird,Turdidae,Catharus guttatus,,Hermit Thrush
Dawson Los Monos Canyon Reserve,Bird,Alcedinidae,Ceryle alcyon,,Belted Kingfisher
Dawson Los Monos Canyon Reserve,Bird,Apodidae,Chaetura vauxi,,Vaux's Swift
Dawson Los Monos Canyon Reserve,Bird,Timaliidae,Chamaea fasciata,,Wrentit
Dawson Los Monos Canyon Reserve,Bird,Charadriidae,Charadrius vociferus,,Killdeer
Dawson Los Monos Canyon Reserve,Bird,Emberizidae,Chondestes grammacus,,Lark Sparrow
Dawson Los Monos Canyon Reserve,Bird,Accipitridae,Circus cyaneus,,Northern Harrier
Dawson Los Monos Canyon Reserve,Bird,Picidae,Colaptes auratus,,Northern Flicker
